player_id,nickname
265807,José Naranjo
265864,N. Maksimović
266312,E. Cecchini
266885,M. Olunga
267134,R. Martínez
269060,P. Hernández
274435,E. Ünal
275293,Samu García
275497,Gerard Valentín
278007,F. Ricca
278049,E. Cabaco
278278,Munir
278288,Aritz Elustondo
278289,Odriozola
278316,Koke
278320,David Soria
278324,Carlos Fernández
278383,Álvaro Jiménez
279533,Mario Hermoso
279538,Marcos Llorente
279541,E. Zidane
279545,L. Hernández
279555,Iván Alejo
279556,A. Sané
279560,Andoni Gorosabel
279566,Jon Guridi
279570,Imanol Sarriegi
279571,Jon Bautista
280383,E. Bardhi
281255,E. Mor
282438,Aarón
282441,Jesús Vallejo
282445,R. Guerra
282448,Aleix García
285491,F. Uzoho
285509,I. Success
286390,O. Dembélé
286448,M. Arambarri
286963,Vesga
286981,Antonio Sivera
286994,Adrián Marín
287003,Benito Ramírez
288091,Marco Asensio
292991,M. Lemos
293856,Dani Molina
293857,Nano
293862,Nacho Gil
298385,Borja Herrera
302542,Nacho Vidal
302550,Brais Méndez
326523,Dani Ceballos
326535,Toni Lato
329026,Carlos Calderón
334817,L. Boyé
336371,Guilherme Arana
338201,E. Boateng
339857,José Arnáiz
341751,Marc Navarro
341752,Marc Roca
344065,Andoni López
344068,Unai Núñez
344075,Iñigo Córdoba
344120,Borja Mayoral
344132,T. Hernández
344140,A. Ndiaye
346195,Fabián
352328,E. Demirović
352748,Iván Rodríguez
352985,L. Zidane
355599,Mikel Oyarzabal
357992,Aitor Ruibal
359847,Alfonso Pedraza
364005,F. Valverde
364820,Loren Morón
364850,J. Firpo
364860,Rodri
364870,Adrián Diéguez
366374,K. Soni
367391,Toni Moya
372752,Carlos Soler
372753,Francis Guerrero
373713,Christian Rivera
375771,M. Olivera
376474,M. Ndockyt
376565,A. Abeid
385273,Charles
388832,Julio Gracia
390613,Xesc Regis
393881,H. Toledo
395114,Zubeldía
395636,Maxi Gómez
396475,A. Hakimi
396484,Carlos Isaac
396539,Jaime Sierra
397303,Ferrán Torres
399673,E. Rolón
399676,Pablo Fornals
400549,Pau Torres
400558,Chuca
400564,Darío Poveda
404285,Víctor López
405972,Alex Robles
406460,Alberto Redondo
408293,Javi Ontiveros
410055,Rober
412897,Dani Raba
424624,O. Etebo
443324,Douglas Luiz
447821,Y. En-Nesyri
450784,Óscar Melendo
470756,Alberto López
472489,Lara
485383,Álex Mula
485794,Sergio Arribas
488750,Mozo
489417,Erik Expósito
489488,Martín
499843,Edu Expósito
500200,Miguel
516397,Mujaid Sadick
519496,Fabio González
520163,Barri
545811,Hugo Duro
551398,David Alba
568583,Juan Cruz
